,AAPL,JPM,WMT,TGT,MSFT,AMGN
2000-04-25,0.0648340438035846,0.04431443343438501,0.013800424628450214,0.017793594306049876,0.0412757973733584,0.0584652862362971
2000-04-26,-0.054554312386619896,-0.02081670168124894,-0.015706806282722474,-0.00961538461538458,-0.01981981981981984,0.054085155350978235
2000-04-27,0.04482232086864912,-0.033524096897380666,-0.018085106382978774,-0.03971756398940862,0.026654411764705843,-0.054585152838427915
2000-04-28,-0.02120314013229096,-0.023688689101165502,-0.04008667388949083,-0.021139705882352918,-0.0008952551477170445,0.034642032332563584
2000-05-01,0.0020150517608092944,0.022530382775327595,0.04627539503386013,0.025352112676056304,0.05286738351254483,-0.0022321428571429047
2000-05-02,-0.051784847971595334,0.03220336313529981,-0.0053937432578209385,0.009157509157509123,-0.04851063829787239,0.004474272930648837
2000-05-03,-0.023859973823813885,-0.024630541871921152,-0.07266811279826467,-0.074410163339383,0.00983899821109113,-0.04231625835189312
2000-05-04,-0.03802281368821292,-0.013468039156210088,-0.04561403508771933,0.0372549019607844,-0.0017714791851195513,0.05232558139534893
2000-05-05,0.022021508499566744,-0.014505093792732682,0.006127450980392135,0.02953651586867889,0.00976042590949433,0.05303867403314921
2000-05-08,-0.026519411547611612,-0.0025974025974025983,0.020706455542021995,0.0025250099936873216,-0.018453427065026395,0.03882476390346268
2000-05-09,-0.04256524186839583,-0.015625,0.01193317422434359,0.017399267399267337,-0.0286481647269472,-0.031313131313131286
2000-05-10,-0.058091286307053965,-0.029982390227140776,0.06957547169811318,0.013501350135013412,-0.023963133640553025,-0.002085505735140769
2000-05-11,0.03524229074889873,0.018181874172747303,-0.012127894156560126,-0.007104795737122527,0.02549575070821519,0.03030303030303028
2000-05-12,0.04680851063829783,0.02321425783391029,0.014508928571428603,0.005813189184088907,0.013812154696132506,0.012170385395537496
2000-05-15,-0.06155631212684232,0.041884816753926746,0.003300330033003229,0.010227535110304498,0.008174386920980936,0.02905811623246501
2000-05-16,0.04641086188569599,-0.005025125628140725,0.017543859649122858,0.0061619718309859906,0.0018018018018017836,0.00778967867575453
2000-05-17,-0.04080427625085858,-0.003367029055200033,-0.028017241379310387,-0.025371828521434825,-0.02607913669064743,-0.02729586541364704
2000-05-18,-0.006165171843083628,0.015202703094552072,0.027716186252771724,0.018401387349920476,-0.02216066481994461,-0.027562764283911467
2000-05-19,-0.06699752617362764,-0.034941764614257916,-0.015102481121898603,-0.010135878509334841,-0.016997167138810162,-0.021450459652706862
2000-05-22,-0.043218114665861895,-0.004310318632726573,0.005476451259583737,-0.0008904719501335867,-0.013448607108549449,-0.04488517745302712
2000-05-23,-0.045865195245749946,0.01298701298701288,-0.003267973856209139,-0.0445632798573975,-0.015579357351509282,-0.028415300546448138
2000-05-24,0.021849997409451927,-0.02051282051282055,-0.005464480874316946,-0.037313432835820885,0.03758654797230454,0.07311586051743535
2000-05-25,-0.004811390874063126,-0.01919723430853193,-0.03296703296703296,0.0067829457364341214,-0.06196377502383221,-0.028301886792452824
2000-05-26,-0.010205638150538763,0.0035587461087027705,-0.018181818181818188,-0.007699711260827691,-0.0010162601626015901,0.018338727076591118
2000-05-30,0.013748157752424994,0.042553191489361764,-0.01157407407407407,-0.04073714839961207,0.03153611393692768,0.07415254237288127
2000-05-31,-0.04068520394292385,0.016156488535355118,0.07962529274004693,0.014155712841253719,-0.012820512820512777,0.0039447731755424265
2000-06-01,0.06101187070210656,0.03263598243014965,-0.010845986984815648,0.004985044865403854,0.031968031968032,0.01866404715127712
2000-06-02,0.03856944760389003,0.04619124683173026,0.036184210526315715,0.04761904761904767,0.027105517909002952,0.03375120540019294
2000-06-05,-0.013504409671599492,-0.01626645972392493,0.004232804232804144,-0.025568181818181768,0.008482563619227168,0.0009328358208955391
2000-06-06,0.017111630620154642,-0.029921307182700363,-0.017913593256059013,-0.10495626822157432,0.04112149532710285,0.006523765144454741
2000-06-07,0.03970384026229135,-0.0016233518928272515,-0.006437768240343368,0.036916395222584164,0.012567324955116588,0.007407407407407306
2000-06-08,-0.01812297788323891,-0.004878048780487809,-0.017278617710583144,0.0010471204188482464,-0.02393617021276595,-0.034007352941176516
2000-06-09,0.009887987308228484,-0.04166666666666663,-0.050549450549450585,-0.05857740585774063,0.0,-0.04662226450999052
2000-06-12,-0.04765013955915132,-0.005755490354260928,-0.02314814814814814,-0.031111111111111086,-0.02815622161671205,-0.02594810379241519
2000-06-13,0.03632624001844742,-0.008359116624524487,0.042654028436019065,0.038990825688073334,0.01495327102803734,0.07684426229508201
2000-06-14,-0.04298944826479412,0.03891050583657596,0.002272727272727204,0.024282560706401668,0.03867403314917128,-0.02093244529019977
2000-06-15,0.02142364632998484,-0.024968789013732784,0.006802721088435382,0.0355603448275863,0.02659574468085113,0.033041788143828965
2000-06-16,-0.01285517903649558,-0.06914212548015364,-0.02927927927927932,-0.0260145681581686,0.002590673575129543,0.0235183443085607
2000-06-19,0.0596298933165913,0.031636863823933936,0.009280742459396809,-0.022435897435897467,0.015503875968992276,0.03492647058823528
2000-06-20,0.04786544843497786,0.022666666666666613,0.0022988505747125747,-0.03825136612021862,0.016963528413910026,-0.005328596802841923
2000-06-21,0.09876545000650404,-0.01955671447196872,-0.010321100917431214,-0.046590909090909134,0.07673060884070049,0.0044642857142858094
2000-06-22,-0.033707915735793015,-0.013297872340425563,-0.02665121668597914,0.022646007151370773,-0.010069713400464808,-0.051555555555555584
2000-06-23,-0.03837204081615997,0.010781671159029615,0.023809523809523725,0.008158508158508049,-0.02738654147104846,-0.0009372071227741196
2000-06-26,0.04715838411347195,0.014666666666666606,0.0,0.025433526011560792,0.02333065164923576,0.04971857410881797
2000-06-27,-0.04387992485451908,0.007884362680683266,0.05697674418604647,0.006764374295377572,-0.00864779874213839,-0.036639857015192116
2000-06-28,0.0519323952710109,-0.01858047027786791,-0.014577800553492446,-0.02043809709196687,0.0015860428231562196,0.025974025974025983
2000-06-29,-0.05855337712646469,0.012289917908290704,-0.03321107433741288,0.015148601537664062,-0.022169437846397463,-0.012658227848101222
2000-06-30,0.021951200291204787,-0.03280839895013121,0.0646651270207852,0.04504504504504503,0.03643724696356277,0.0293040293040292
2000-07-03,0.017899724756391455,0.03256445047489831,-0.013015184381778731,-0.003232758620689613,0.0,-0.02491103202846978
2000-07-05,-0.031652963465761415,0.003942181340341744,0.00219780219780219,-0.0021621621621621396,-0.018750000000000044,0.07755474452554734
2000-07-06,0.003631979732189761,0.005235602094240789,0.008771929824561429,-0.02166847237269776,0.031050955414012812,-0.007620660457239636
2000-07-07,0.0506634490071618,0.04296875,0.07065217391304346,0.04318936877076407,0.013127413127413057,0.009385665529010323
2000-07-10,0.04936850600358067,-0.006242197253433225,-0.005076142131979711,0.039278131634819635,-0.03125,-0.01098901098901095
2000-07-11,-0.00328229246047318,0.018844221105527748,0.012244897959183598,0.02962206332992845,-0.003933910306844979,0.0008547008547008518
2000-07-12,0.03402855795527748,-0.002466091245376112,-0.016129032258064502,-0.0029761904761904656,0.01500789889415488,0.0025619128949616603
2000-07-13,-0.04033971961180882,0.003708281829418958,-0.030737704918032738,-0.010945273631840837,-0.004669260700389089,-0.053662691652470174
2000-07-14,0.021017767341334537,0.034482758620689724,0.0063424947145878105,0.0,-0.012509773260359623,0.018901890189018996
2000-07-17,0.01083425235986324,-0.008929516020276251,0.02048235981404201,-0.019618504483933985,-0.009501187648456087,0.0229681978798586
2000-07-18,-0.018220808600971528,-0.021020087953759203,-0.010807220914084814,-0.02616647234986258,0.003996802557953538,0.03432537072269026
2000-07-19,-0.07969433714706398,-0.004907975460122671,-0.0010405827263267886,-0.004214963119072657,-0.06847133757961787,-0.018992947177311814
2000-07-20,0.04626332625775675,0.012330456226880449,0.0,0.032804232804232836,0.023076923076923,0.008510638297872353
2000-07-21,-0.02834465390160001,0.027708622773295218,-0.00520833333333337,-0.01844262295081966,-0.03341687552213868,0.053164556962025385
2000-07-24,-0.09101519428168324,-0.02222080761112255,-0.03769633507853398,-0.02087682672233826,-0.02420051858254102,-0.04166666666666663
2000-07-25,0.02824136470301508,-0.0060606060606061,0.030467899891186038,0.027718550106609733,-0.022143489813994718,-0.01505016722408026
2000-07-26,0.0,-0.03658536585365857,-0.0073917634635691795,0.03734439834024905,-0.017210144927536253,-0.057724957555178265
2000-07-27,0.03870157460984736,0.010126582278481068,0.022340425531914843,-0.0020000000000000018,0.02304147465437789,-0.012612612612612595
2000-07-28,-0.07091341763955072,-0.030075187969924814,-0.02289281997918835,-0.024048096192384797,0.004504504504504458,-0.031021897810219023
2000-07-31,0.05174645128047528,0.02971576227390172,-0.058572949946751884,-0.047227926078028726,0.0017937219730941312,-0.0216572504708098
2000-08-01,-0.029520313140372182,0.03638644918444167,-0.013574660633484116,0.0,-0.0161145926589078,0.06256015399422532
2000-08-02,-0.041825104322300584,-0.0036319612590799406,-0.008027522935779796,0.05172413793103448,0.010009099181073731,0.019021739130434808
2000-08-03,0.015873025964808773,-0.023086269744835963,-0.003468208092485603,-0.014344262295082013,0.012612612612612706,-0.0017777777777777672
2000-08-04,-0.013020853072200023,0.04353233830845782,-0.01740139211136893,-0.012474012474012476,-0.016014234875444844,-0.015138023152270754
2000-08-07,0.011873340977827327,0.021454112038140627,0.04132231404958686,0.04842105263157892,0.012658227848101332,0.0433996383363473
2000-08-08,-0.024771848771035217,-0.001166861143523934,0.0453514739229024,0.024096385542168752,0.058928571428571434,-0.03639514731369154
2000-08-09,0.016042791439285997,-0.022196261682242983,-0.06941431670281993,-0.02745098039215688,0.0016863406408094141,-0.008093525179856065
2000-08-10,0.0013158196161342506,-0.008363201911589013,-0.048951048951048966,-0.040322580645161255,-0.02188552188552184,-0.01450589301903904
2000-08-11,0.002628110841726317,0.0024096385542169423,0.022058823529411686,-0.004201680672268893,-0.0025817555938038033,0.02575896964121438
2000-08-14,-0.01310617989356322,0.014423076923076872,0.014388489208633002,0.010548523206751035,-0.00345125107851596,-0.0035874439461883725
2000-08-15,-0.007968097255510398,-0.017772511848341273,-0.024822695035460973,-0.09812108559498957,-0.007792207792207796,-0.024302430243024253
2000-08-16,0.038821913234581513,-0.027744270205066316,-0.031515151515151496,-0.02314814814814814,-0.008726003490401424,-0.0009225092250922939
2000-08-17,0.060567021927403035,0.006203473945409321,0.0012515644555695091,-0.011848341232227444,0.007922535211267512,0.001846722068328699
2000-08-18,-0.027946528307456697,0.0012330456226881115,0.017500000000000068,0.016786570743405168,-0.007860262008733576,-0.02857142857142858
2000-08-21,0.010000028705597908,0.003694581280788256,-0.03685503685503688,-0.009433962264150941,-0.005281690140845119,0.0208728652751422
2000-08-22,0.023514860483400124,0.03558282208588959,0.0025510204081633514,0.04761904761904767,0.008849557522123908,0.02695167286245348
2000-08-23,0.050785971992262764,0.029620853080568613,0.0,-0.020454545454545503,-0.0070175438596491455,0.021719457013574583
2000-08-24,0.033082625348511696,-0.01956271576524737,0.006361323155216203,0.009280742459396809,0.005300353356890497,0.029229406554472925
2000-08-25,0.012532687462350587,-0.02230046948356812,0.021491782553729518,0.0,-0.007029876977152849,0.027538726333907082
2000-08-28,0.022002115549620168,0.01200480192076836,-0.01980198019801982,-0.01839080459770115,0.009734513274336276,-0.011725293132328285
2000-08-29,0.019375772270920688,-0.015421115065243131,-0.0012626262626262985,-0.00936768149882905,-0.005258545135845782,-0.02203389830508473
2000-08-30,0.0052797824518948655,0.026506024096385472,-0.02022756005056892,-0.014184397163120588,-0.013215859030836996,0.012998266897746856
2000-08-31,0.0241597119499648,0.049295774647887265,-0.01677419354838705,-0.11031175059952036,-0.002678571428571419,0.03763900769888795
2000-09-01,0.04102559214936519,0.007829977628635243,0.023622047244094446,0.061994609164420574,0.005371530886302489,0.008244023083264551
2000-09-05,-0.015763591897897774,0.01442841287458374,0.02051282051282044,0.01522842639593902,-0.0008904719501335867,-0.05151267375306623
2000-09-06,-0.06406403645149295,-0.01969365426695846,0.005025125628140614,0.0024999999999999467,-0.009803921568627416,-0.06120689655172418
2000-09-07,0.06096253520068151,0.022321428571428603,0.020000000000000014,-0.009975062344139696,0.009000900090009091,0.057851239669421524
2000-09-08,-0.05040319736864707,0.009825327510917026,0.022058823529411686,0.002518891687657509,-0.01070472792149868,0.04079861111111116
2000-09-11,-0.007430997997227241,-0.00540540540540535,0.043165467625899234,0.060301507537688474,-0.007213706041478862,-0.035863219349457916
2000-09-12,-0.011764689754787172,-0.08152173913043481,-0.006896551724137946,0.016587677725118374,-0.009990917347865613,0.006920415224913601
2000-09-13,0.004328987815163554,-0.040236686390532565,-0.0023148148148147696,-0.011655011655011704,0.0018348623853210453,-0.011168384879725044
2000-09-14,-0.01966724756943272,-0.013563501849568449,-0.025522041763341045,0.05660377358490565,-0.0357142857142857,-0.0625543006081668
2000-09-15,-0.028579268052141393,-0.01749999999999996,-0.00952380952380949,-0.033482142857142905,-0.02469135802469136,0.002780352177942591
2000-09-18,0.09816182411481678,-0.05216284987277353,-0.016826923076923128,-0.03002309468822173,-0.01850048685491723,-0.03604436229205177
2000-09-19,-0.011848769729468913,0.0067114093959732566,-0.02444987775061125,-0.021428571428571463,0.03174603174603185,0.007670182166826356
2000-09-20,0.018507574596545284,-0.008000000000000007,-0.02756892230576446,0.0024330900243310087,-0.011538461538461496,0.05233111322549955
2000-09-21,-0.0714091298242544,-0.040322580645161255,0.030927835051546282,-0.009708737864077666,-0.0009727626459143933,-0.009945750452079571
2000-09-22,-0.07938257285764994,0.058823529411764726,0.010000000000000007,0.03676470588235303,-0.014605647517039966,0.052968036529680296
2000-09-25,0.025149700828595245,-0.005291005291005346,-0.029702970297029733,-0.021276595744680882,-0.03162055335968384,-0.03295750216825677
2000-09-26,-0.03855141112560434,-0.019946808510638347,-0.033163265306122465,-0.03562897760510908,0.02346938775510199,0.026905829596412637
2000-09-27,-0.04860268331836415,-0.012211668928086894,0.0158311345646438,-0.005634578602085938,-0.032901296111665035,-0.002620087336244525
2000-09-28,0.09323118440955502,0.030219780219780112,0.009090909090909037,0.017632241813602127,0.01134020618556697,-0.015761821366024553
2000-09-29,-0.518691580038798,-0.014666666666666715,-0.009009009009009028,0.014851485148514863,-0.016309887869520926,-0.0060056638887345795
2000-10-02,-0.058252463681003334,0.02841677943166432,-0.038961038961038974,-0.024390243902439046,-0.01968911917098448,-0.058402018506619184
2000-10-03,-0.07989688007797703,-0.015789473684210575,-0.009459459459459474,0.0049999999999998926,-0.04334038054968292,0.01520912547528508
2000-10-04,0.058823529411764726,-0.025401069518716568,0.0068212824010913655,0.0149253731343284,-0.019889502762430955,-0.034644194756554336
2000-10-05,-0.06613759641294238,-0.02469135802469136,-0.0013550135501354532,0.017156862745097978,-0.0011273957158962624,0.033947623666343414
2000-10-06,0.005665776595828342,-0.035161744022503494,-0.012211668928086894,-0.060240963855421666,0.003386004514672747,-0.05347091932457782
2000-10-09,-0.019718309435383663,-0.01895043731778423,-0.008241758241758212,0.00512820512820511,-0.02474690663667045,0.001982160555004997
2000-10-10,-0.04022988417548934,-0.029717682020802383,0.027700831024930702,-0.017857142857142905,0.006920415224913601,-0.03956478733926805
2000-10-11,-0.059880249574397415,-0.003062787136294043,-0.022911051212938016,-0.02857142857142858,0.021764032073310347,0.082389289392379
2000-10-12,0.019108292171358343,-0.07066052227342545,-0.026206896551724142,-0.0267379679144385,-0.024663677130044803,-0.05803996194100858
2000-10-13,0.10312493793666032,0.04958677685950419,0.019830028328611915,0.05769230769230771,-0.011494252873563204,0.048484848484848575
2000-10-16,-0.0254957299217563,-0.00314960629921257,0.05138888888888893,0.01298701298701288,-0.06279069767441857,-0.016377649325626242
2000-10-17,-0.06395347799205364,-0.04107424960505535,-0.02774108322324964,-0.02820512820512822,0.0012406947890819529,0.0009794319294809117
2000-10-18,0.0,-0.02800658978583193,0.016304347826086918,0.013192612137203241,0.026022304832713727,0.05772994129158504
2000-10-19,-0.05900623487389911,0.0559322033898304,0.02272727272727271,0.08072916666666674,0.19565217391304346,0.0037002775208141436
2000-10-20,0.0297030339937423,-0.014446227929373999,-0.026143790849673217,-0.031325301204819245,0.05353535353535355,0.01382488479262678
2000-10-23,0.044871793225907286,0.0,0.016107382550335503,-0.0149253731343284,-0.046979865771812124,0.031818181818181746
2000-10-24,-0.07361967612355369,0.0439739413680782,0.02245706737120212,0.002525252525252597,-0.010060362173038184,0.006167400881057272
2000-10-25,-0.01986756255128319,-0.0015600624024960652,-0.05038759689922479,-0.02267002518891692,-0.004065040650406471,-0.03852889667250437
2000-10-26,0.0,0.0,-0.054421768707482936,0.0,0.05204081632653068,-0.0018214936247723523
2000-10-27,0.003378365577966891,0.06718749999999996,-0.004316546762589968,0.0077319587628865705,0.050436469447138636,-0.13412408759124084
2000-10-30,0.040404067649102204,0.02489019033674955,0.011560693641618602,0.04347826086956519,0.02031394275161591,-0.08746048472075874
2000-10-31,0.012945021014477476,0.040000000000000036,0.03714285714285714,0.08333333333333326,-0.002714932126696823,0.07043879907621252
2000-11-01,0.04792330932803601,0.004120879120879106,0.028925619834710762,-0.002262443438914019,0.010889292196007316,0.0418001934162624
2000-11-02,0.08841462148789136,-0.004103967168262668,0.03748326639892907,0.02947845804988658,0.009874326750448859,0.017863052041012798
2000-11-03,-0.0028011097627543835,-0.02335164835164838,-0.021935483870967776,-0.03083700440528636,-0.02933333333333332,-0.0264496439471007
2000-11-06,-0.036516864256730064,0.02390998593530247,0.03430079155672816,0.002272727272727204,0.01831501831501825,0.0010449320794148065
2000-11-07,-0.005830881546951772,-0.01236263736263732,-0.0012755102040816755,0.02947845804988658,0.014388489208633002,0.03235908141962418
2000-11-08,-0.05865103626752755,-0.030598052851182226,-0.0038314176245211047,0.06167400881057272,-0.015070921985815609,-0.0030333670374115274
